x_pixel,y_pixel,rssi
363,56,-61.4
355,58,-61.3
354,58,-61.2
350,58,-61.2
346,59,-61.2
344,59,-61.4
343,59,-61.6
340,60,-61.8
334,61,-62
331,61,-62.1
330,61,-62.2
329,61,-62.3
326,61,-62.4
322,62,-62.3
321,62,-62.3
313,62,-62.3
312,62,-62.6
308,63,-63.7
304,63,-65
298,63,-66.1
297,63,-67.2
295,65,-68.2
294,64,-69
293,64,-69.9
291,65,-70.7
288,64,-71.4
288,64,-71.5
288,64,-70.8
287,65,-69.9
283,64,-69.2
281,66,-68.5
271,66,-67.8
269,65,-67.3
262,67,-66.8
260,66,-66.3
251,67,-65.7
243,68,-65.4
243,68,-65
240,67,-64.6
235,68,-64.3
234,69,-64
233,69,-63.8
229,69,-63.6
226,68,-63.4
225,68,-63.1
225,68,-62.9
225,70,-62.7
223,69,-62.6
221,70,-62.5
218,71,-62.4
214,72,-62.3
211,73,-62.2
208,75,-62.1
208,75,-62
207,75,-61.9
202,78,-61.9
199,81,-61.9
198,80,-61.9
197,81,-61.9
194,82,-61.9
193,83,-61.9
193,84,-61.9
191,84,-62
190,85,-62.1
189,85,-62.3
184,92,-62.4
183,94,-62.6
182,94,-62.8
179,97,-63
179,98,-63.2
179,99,-63.3
177,102,-63.5
177,102,-63.8
177,102,-64.2
177,102,-64.6
176,106,-65
176,106,-65.1
176,106,-65.2
176,106,-65.5
176,106,-66
176,108,-66.7
178,111,-67.3
179,113,-67.7
179,114,-68
181,116,-68.3
182,118,-68.6
183,118,-68.8
185,121,-68.9
188,123,-68.6
188,124,-68.1
189,126,-67.4
189,126,-66.7
191,126,-65.9
217,139,-65.1
219,140,-64.3
221,139,-63.5
223,139,-63
225,140,-62.7
226,140,-62.6
230,139,-62.5
231,139,-62.5
235,139,-62.5
238,139,-62.6
241,138,-62.7
242,138,-62.9
247,138,-63.1
247,138,-63.4
247,138,-63.6
249,138,-63.9
254,138,-64.2
255,137,-64.4
260,137,-64.5
262,137,-64.4
264,137,-64.3
267,137,-64.1
271,136,-63.9
272,137,-63.6
275,136,-63.3
279,136,-63
280,136,-62.7
282,137,-62.7
288,135,-62.8
289,135,-63.2
291,136,-63.7
293,135,-64.3
296,136,-65
297,134,-65.8
299,135,-66.6
300,135,-67.3
307,135,-68
308,135,-68.4
313,134,-68.7
314,134,-68.8
317,134,-68.7
318,134,-68.3
324,134,-67.8
325,133,-67
325,133,-66.2
326,133,-65.5
332,133,-64.9
333,133,-64.4
341,132,-64
345,132,-63.7
346,132,-63.5
349,132,-63.5
357,131,-63.4
358,131,-63.5
370,130,-63.5
371,130,-63.4
383,129,-63.2
384,129,-63
387,129,-62.8
387,129,-62.5
391,128,-62.2
393,128,-61.9
397,127,-61.7
399,128,-61.6
401,126,-61.6
406,126,-61.7
406,126,-61.9
406,126,-62.1
407,127,-62.3
408,127,-62.5
413,127,-62.6
414,127,-62.7
418,126,-62.7
417,129,-62.6
417,129,-62.5
419,129,-62.3
419,130,-62
419,131,-61.8
419,134,-61.6
419,137,-61.5
419,137,-61.6
419,138,-61.9
420,146,-62.4
421,148,-62.9
420,151,-63.3
420,152,-63.6
419,155,-63.8
419,156,-63.8
418,159,-63.7
417,162,-63.6
413,169,-63.4
413,170,-63
411,173,-62.6
410,174,-62.2
405,178,-62
404,180,-61.9
399,183,-62
399,184,-62.2
391,186,-62.5
384,187,-62.8
382,188,-63
381,188,-63.1
375,189,-63.1
373,189,-63.1
371,190,-63
369,189,-62.9
368,189,-62.9
367,189,-63
365,189,-63.2
363,189,-63.4
360,190,-63.8
357,189,-64.4
355,190,-65.1
352,190,-65.8
350,190,-66.2
349,189,-66.6
344,190,-66.7
343,190,-66.7
342,191,-66.5
340,190,-66.3
335,190,-65.7
334,190,-64.9
330,191,-63.9
329,191,-62.8
327,192,-62
326,191,-61.2
321,191,-60.5
319,191,-59.8
314,192,-59.2
313,192,-58.6
308,192,-58.4
307,192,-58.3
302,193,-58.3
301,193,-58.4
298,193,-58.5
296,192,-58.5
289,194,-58.5
287,193,-58.5
284,194,-58.5
283,193,-58.5
280,194,-58.4
279,193,-58.3
268,194,-58.2
266,195,-58.1
264,194,-58
263,194,-58
255,195,-58
254,195,-58.1
243,195,-58.2
242,195,-58.4
241,196,-58.7
239,195,-59
238,196,-59.4
237,196,-59.8
231,196,-57.56
230,196,-57.716
229,197,-57.6876
225,196,-57.64636
214,198,-57.590996
210,199,-57.5100956
209,203,-57.39110516
206,204,-57.23021568
206,205,-57.01323724
205,207,-56.73456097
204,207,-56.65201706
202,209,-56.54561877
197,214,-56.43142065
198,216,-56.30992671
196,216,-56.18181978
194,217,-56.0489922
193,218,-55.91478091
191,220,-55.78323743
184,229,-55.66023745
185,230,-55.5528051
183,232,-55.4428839
182,232,-55.33261041
181,235,-55.22272939
181,239,-55.11400966
181,240,-55.00722864
181,242,-54.90305229
178,246,-54.80187943
178,247,-54.70374363
179,248,-54.60809424
179,248,-54.51362316
177,251,-54.42069709
178,253,-54.32950575
176,254,-54.24018339
177,258,-54.15280076
175,260,-54.06735797
176,264,-53.98378854
175,267,-53.90197945
175,268,-53.82180304
175,271,-53.74317392
175,272,-53.66612899
175,277,-53.59067218
175,282,-53.51678882
175,283,-53.44444937
176,284,-53.37361423
175,286,-53.30423985
176,287,-53.23628499
176,291,-53.16971554
176,291,-53.10450679
176,295,-53.04064008
177,296,-52.97809118
177,301,-52.91683308
178,304,-52.85683751
177,305,-52.79807633
179,308,-52.74052253
179,313,-52.6841508
179,315,-52.62893738
179,317,-52.57485957
180,319,-52.52189485
179,320,-52.47002032
180,322,-52.41921324
181,325,-52.36945125
181,326,-52.32071263
183,328,-52.27297626
183,331,-52.22622163
185,335,-52.18042871
186,342,-52.13557785
189,343,-52.09164967
189,346,-52.04862516
189,350,-52.00648564
191,351,-51.96521288
191,355,-51.92478904
191,358,-51.88519668
192,359,-51.84641873
192,361,-51.80843844
193,365,-51.77123941
192,368,-51.73480556
196,378,-51.69912115
196,379,-51.66417075
197,381,-51.62993927
197,386,-51.5964119
199,391,-51.56357419
198,393,-51.53141194
201,397,-51.49991126
201,398,-51.46905854
201,402,-51.43884046
203,403,-51.40924395
203,406,-51.38025623
203,408,-51.35186477
204,414,-51.32405732
205,416,-51.29682187
205,417,-51.27014663
204,419,-51.2440201
207,422,-51.21843099
207,424,-51.19336823
209,431,-51.16882101
209,432,-51.14477872
211,442,-51.12123096
213,445,-51.09816758
213,446,-51.07557861
213,448,-51.05345428
215,456,-51.03178505
215,457,-51.01056154
216,458,-50.9897746
216,462,-50.96941524
219,472,-50.94947466
220,473,-50.92994425
221,478,-50.91081558
220,480,-50.89208038
222,484,-50.87373056
222,484,-50.85575819
224,488,-50.8381555
224,491,-50.8209149
225,492,-50.80402893
225,492,-50.78749029
225,492,-50.77129186
223,493,-50.75542662
223,493,-50.73988772
